Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"tools.WebUICustomKeywords.enterUsingJS(findTestObject(""Products/TemplateApp/Templates/Common/Textarea""), 10)",Firefox 65.0,,2019-03-19 14:46:08,2019-03-19 14:46:08,0.026s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:46:08,2019-03-19 14:46:12,4.001s,PASSED
"setText(findTestObject(""Products/TemplateApp/Templates/Common/CommitMessageField""), commitNumber)",Firefox 65.0,,2019-03-19 14:46:12,2019-03-19 14:46:12,0.119s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SaveButton""))",Firefox 65.0,,2019-03-19 14:46:12,2019-03-19 14:46:12,0.242s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/IVR/VoiceNoInputForm""))",Firefox 65.0,,2019-03-19 14:46:12,2019-03-19 14:46:14,2.294s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectHistory""))",Firefox 65.0,,2019-03-19 14:46:14,2019-03-19 14:46:15,0.760s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/ExpandHistory""))",Firefox 65.0,,2019-03-19 14:46:15,2019-03-19 14:46:15,0.231s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:46:15,2019-03-19 14:46:19,4.001s,PASSED
"getText(findTestObject(""Products/TemplateApp/Templates/Common/VerifyCommitMessageField""))",Firefox 65.0,,2019-03-19 14:46:19,2019-03-19 14:46:19,0.023s,PASSED
"verifyElementText(findTestObject(""Products/TemplateApp/Templates/Common/VerifyCommitMessageField""), commitNumber)",Firefox 65.0,,2019-03-19 14:46:19,2019-03-19 14:46:20,0.312s,FAILED
,,,,,,
Test Cases/Products/TemplateApp/Templates/IVR/VerifyPreviewButtonOfVoiceBadAction,Firefox 65.0,,2019-03-19 14:46:20,2019-03-19 14:51:04,4m - 44.622s,FAILED
"callTestCase(findTestCase(""Products/Cerberus/Login-Logout/TemplateLoginNCQATestUtility""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-19 14:46:20,2019-03-19 14:51:04,4m - 44.560s,FAILED
,,,,,,
Test Cases/Products/TemplateApp/Templates/IVR/VerifyPreviewLinkOfVoiceDisenrolled,Firefox 65.0,,2019-03-19 14:51:04,2019-03-19 14:51:44,39.976s,PASSED
"callTestCase(findTestCase(""Products/Cerberus/Login-Logout/TemplateLoginNCQATestUtility""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-19 14:51:04,2019-03-19 14:51:32,27.376s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:51:32,2019-03-19 14:51:36,4.001s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectTemplates""))",Firefox 65.0,,2019-03-19 14:51:36,2019-03-19 14:51:36,0.308s,PASSED
delay(2),Firefox 65.0,,2019-03-19 14:51:36,2019-03-19 14:51:38,2.003s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/IVR/SelectIVR""))",Firefox 65.0,,2019-03-19 14:51:38,2019-03-19 14:51:38,0.234s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/IVR/VoiceDisenrolledPreviewLink""))",Firefox 65.0,,2019-03-19 14:51:38,2019-03-19 14:51:39,0.226s,PASSED
delay(5),Firefox 65.0,,2019-03-19 14:51:39,2019-03-19 14:51:44,5.002s,PASSED
"verifyElementText(findTestObject(""Products/TemplateApp/Templates/Common/PreviewHeader""), ""PREVIEW"")",Firefox 65.0,,2019-03-19 14:51:44,2019-03-19 14:51:44,0.039s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/ClosePreview""))",Firefox 65.0,,2019-03-19 14:51:44,2019-03-19 14:51:44,0.240s,PASSED
"verifyElementText(findTestObject(""Products/TemplateApp/TemplateHeader""), ""Templates"")",Firefox 65.0,,2019-03-19 14:51:44,2019-03-19 14:51:44,0.019s,PASSED
closeBrowser(),Firefox 65.0,,2019-03-19 14:51:44,2019-03-19 14:51:44,0.462s,PASSED
,,,,,,
Test Cases/Products/TemplateApp/Templates/IVR/VerifyPreviewButtonOfVoiceDisenrolled,Firefox 65.0,,2019-03-19 14:51:44,2019-03-19 14:52:45,1m - 0.461s,FAILED
"callTestCase(findTestCase(""Products/Cerberus/Login-Logout/TemplateLoginNCQATestUtility""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-19 14:51:44,2019-03-19 14:52:05,20.571s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:52:05,2019-03-19 14:52:09,4.006s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectTemplates""))",Firefox 65.0,,2019-03-19 14:52:09,2019-03-19 14:52:09,0.257s,PASSED
delay(2),Firefox 65.0,,2019-03-19 14:52:09,2019-03-19 14:52:11,2.004s,PASSED
"click(findTestObject(""Products/TemplateApp/SelectEnvironment/DownCaret""))",Firefox 65.0,,2019-03-19 14:52:11,2019-03-19 14:52:12,0.231s,PASSED
"click(findTestObject(""Products/TemplateApp/SelectEnvironment/SelectEnvironmentDevelop""))",Firefox 65.0,,2019-03-19 14:52:12,2019-03-19 14:52:12,0.236s,PASSED
delay(2),Firefox 65.0,,2019-03-19 14:52:12,2019-03-19 14:52:14,2.003s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/IVR/SelectIVR""))",Firefox 65.0,,2019-03-19 14:52:14,2019-03-19 14:52:14,0.245s,PASSED
"verifyElementText(findTestObject(""Products/TemplateApp/Templates/Common/FormHeaderText""), ""VOICE_DISENROLLED.NJK"")",Firefox 65.0,,2019-03-19 14:52:14,2019-03-19 14:52:45,30.836s,FAILED
,,,,,,
Test Cases/Products/TemplateApp/Templates/IVR/VerifyPreviewLinkOfVoicebadAction,Firefox 65.0,,2019-03-19 14:52:45,2019-03-19 14:53:19,34.632s,PASSED
"callTestCase(findTestCase(""Products/Cerberus/Login-Logout/TemplateLoginNCQATestUtility""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-19 14:52:45,2019-03-19 14:53:07,22.062s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:53:07,2019-03-19 14:53:11,4.005s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectTemplates""))",Firefox 65.0,,2019-03-19 14:53:11,2019-03-19 14:53:11,0.264s,PASSED
delay(2),Firefox 65.0,,2019-03-19 14:53:11,2019-03-19 14:53:13,2.003s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/IVR/SelectIVR""))",Firefox 65.0,,2019-03-19 14:53:13,2019-03-19 14:53:13,0.233s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/IVR/VoiceBadActionPreviewLink""))",Firefox 65.0,,2019-03-19 14:53:13,2019-03-19 14:53:14,0.227s,PASSED
delay(5),Firefox 65.0,,2019-03-19 14:53:14,2019-03-19 14:53:19,5.002s,PASSED
"verifyElementText(findTestObject(""Products/TemplateApp/Templates/Common/PreviewHeader""), ""PREVIEW"")",Firefox 65.0,,2019-03-19 14:53:19,2019-03-19 14:53:19,0.031s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/ClosePreview""))",Firefox 65.0,,2019-03-19 14:53:19,2019-03-19 14:53:19,0.235s,PASSED
"verifyElementText(findTestObject(""Products/TemplateApp/TemplateHeader""), ""Templates"")",Firefox 65.0,,2019-03-19 14:53:19,2019-03-19 14:53:19,0.039s,PASSED
closeBrowser(),Firefox 65.0,,2019-03-19 14:53:19,2019-03-19 14:53:19,0.464s,PASSED
,,,,,,
Test Cases/Products/TemplateApp/Templates/IVR/EditVoiceBadActionTemplate,Firefox 65.0,,2019-03-19 14:53:19,2019-03-19 14:54:06,46.778s,FAILED
log = new com.kms.katalon.core.logging.KeywordLogger(),Firefox 65.0,,2019-03-19 14:53:20,2019-03-19 14:53:20,0.000s,PASSED
"TextValue = tools.TestDataGenerator.getRandomParagraphs(0, 1)",Firefox 65.0,,2019-03-19 14:53:20,2019-03-19 14:53:20,0.000s,PASSED
log.logInfo(TextValue),Firefox 65.0,,2019-03-19 14:53:20,2019-03-19 14:53:20,0.001s,PASSED
"commitNumber = tools.TestDataGenerator.getRandomWords(1, 2)",Firefox 65.0,,2019-03-19 14:53:20,2019-03-19 14:53:20,0.000s,PASSED
log.logInfo(commitNumber),Firefox 65.0,,2019-03-19 14:53:20,2019-03-19 14:53:20,0.000s,PASSED
"callTestCase(findTestCase(""Products/Cerberus/Login-Logout/TemplateLoginNCQATestUtility""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-19 14:53:20,2019-03-19 14:53:40,20.496s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:53:40,2019-03-19 14:53:44,4.002s,PASSED
driver = getWebDriver(),Firefox 65.0,,2019-03-19 14:53:44,2019-03-19 14:53:44,0.001s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectTemplates""))",Firefox 65.0,,2019-03-19 14:53:44,2019-03-19 14:53:44,0.270s,PASSED
delay(2),Firefox 65.0,,2019-03-19 14:53:44,2019-03-19 14:53:46,2.005s,PASSED
"click(findTestObject(""Products/TemplateApp/SelectEnvironment/DownCaret""))",Firefox 65.0,,2019-03-19 14:53:46,2019-03-19 14:53:47,0.227s,PASSED
"click(findTestObject(""Products/TemplateApp/SelectEnvironment/SelectEnvironmentDevelop""))",Firefox 65.0,,2019-03-19 14:53:47,2019-03-19 14:53:47,0.225s,PASSED
delay(2),Firefox 65.0,,2019-03-19 14:53:47,2019-03-19 14:53:49,2.004s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/IVR/SelectIVR""))",Firefox 65.0,,2019-03-19 14:53:49,2019-03-19 14:53:49,0.253s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/IVR/VoiceBadActionForm""))",Firefox 65.0,,2019-03-19 14:53:49,2019-03-19 14:53:49,0.241s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:53:49,2019-03-19 14:53:53,4.003s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectTextareaSpan""))",Firefox 65.0,,2019-03-19 14:53:53,2019-03-19 14:53:54,0.232s,PASSED
"doubleClick(findTestObject(""Products/TemplateApp/Templates/Common/SelectTextareaSpan""))",Firefox 65.0,,2019-03-19 14:53:54,2019-03-19 14:53:54,0.131s,PASSED
"sendKeys(findTestObject(""Products/TemplateApp/Templates/Common/Textarea""), Keys.chord(DELETE))",Firefox 65.0,,2019-03-19 14:53:54,2019-03-19 14:53:54,0.055s,PASSED
"tools.WebUICustomKeywords.enterUsingJS(findTestObject(""Products/TemplateApp/Templates/Common/Textarea""), 10)",Firefox 65.0,,2019-03-19 14:53:54,2019-03-19 14:53:54,0.023s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:53:54,2019-03-19 14:53:58,4.005s,PASSED
"setText(findTestObject(""Products/TemplateApp/Templates/Common/CommitMessageField""), commitNumber)",Firefox 65.0,,2019-03-19 14:53:58,2019-03-19 14:53:58,0.088s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SaveButton""))",Firefox 65.0,,2019-03-19 14:53:58,2019-03-19 14:53:58,0.242s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/IVR/VoiceBadActionForm""))",Firefox 65.0,,2019-03-19 14:53:58,2019-03-19 14:54:01,2.779s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectHistory""))",Firefox 65.0,,2019-03-19 14:54:01,2019-03-19 14:54:02,0.760s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/ExpandHistory""))",Firefox 65.0,,2019-03-19 14:54:02,2019-03-19 14:54:02,0.221s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:54:02,2019-03-19 14:54:06,4.003s,PASSED
"getText(findTestObject(""Products/TemplateApp/Templates/Common/VerifyCommitMessageField""))",Firefox 65.0,,2019-03-19 14:54:06,2019-03-19 14:54:06,0.025s,PASSED
"verifyElementText(findTestObject(""Products/TemplateApp/Templates/Common/VerifyCommitMessageField""), commitNumber)",Firefox 65.0,,2019-03-19 14:54:06,2019-03-19 14:54:06,0.366s,FAILED
